customer,location,initial_date,transaction_date,amount
cust30124,22,2023-01-01,2023-01-01,49.0
cust30124,22,2023-12-01,2023-12-20,-25.05
cust30124,22,2023-12-01,2023-12-22,25.05
cust30126,22,2023-01-01,2023-01-01,49.0
cust30127,22,2023-01-01,2023-01-01,49.0
cust30129,22,2023-01-01,2023-01-03,49.0
cust30130,22,2023-01-01,2023-01-01,49.0
cust30131,22,2023-01-01,2023-01-01,49.0
cust30132,22,2023-01-01,2023-01-01,49.0
cust30133,22,2023-12-01,2023-12-17,25.05
cust30133,22,2023-12-01,2023-12-21,-25.05
cust30133,22,2023-01-01,2023-01-01,49.0
cust30134,22,2023-01-01,2023-01-01,49.0
cust30136,22,2023-01-01,2023-01-01,49.0
cust30138,22,2023-01-01,2023-01-01,49.0
cust30140,22,2023-01-01,2023-01-05,49.0
cust30141,22,2023-01-01,2023-01-01,49.0
cust30143,22,2023-01-01,2023-01-01,49.0
cust30146,22,2023-01-01,2023-01-01,49.0
cust30147,22,2023-01-01,2023-01-01,49.0
cust30148,22,2023-01-01,2023-01-01,49.0
cust30149,22,2023-01-01,2023-01-01,49.0
cust30150,22,2023-01-01,2023-01-01,49.0
cust30152,22,2023-01-01,2023-01-01,49.0
cust30152,22,2023-07-01,2023-07-01,49.0
cust30153,22,2023-01-01,2023-01-01,49.0
cust30156,22,2023-12-01,2023-12-01,39.0
cust30157,22,2023-01-01,2023-01-01,49.0
cust30158,22,2023-01-01,2023-01-01,49.0
cust30159,22,2023-12-01,2023-12-28,49.0
cust30159,22,2023-01-01,2023-01-01,49.0
cust30160,22,2023-01-01,2023-01-01,49.0
cust30161,22,2023-12-01,2023-12-17,25.05
cust30161,22,2023-12-01,2023-12-22,25.05
cust30161,22,2023-12-01,2023-12-19,-25.05
cust30161,22,2023-12-01,2023-12-26,-25.05
cust30162,22,2023-01-01,2023-01-01,49.0
cust30163,22,2023-01-01,2023-01-01,49.0
cust30164,22,2023-01-01,2023-01-01,49.0
cust30164,22,2023-06-01,2023-06-01,49.0
cust30164,22,2023-01-01,2023-01-05,-49.0
cust30164,22,2023-01-01,2023-01-06,49.0
cust30165,22,2023-01-01,2023-01-05,49.0
cust30166,22,2023-01-01,2023-01-01,49.0
cust30167,22,2023-01-01,2023-01-04,49.0
cust30168,22,2023-01-01,2023-01-01,49.0
cust30171,22,2023-01-01,2023-01-01,49.0
cust30172,22,2023-02-01,2023-02-01,39.0
cust30174,22,2023-01-01,2023-01-01,49.0
cust30175,22,2023-01-01,2023-01-01,49.0
cust30176,22,2023-01-01,2023-01-01,49.0
cust30177,22,2023-01-01,2023-01-05,49.0
cust30178,22,2023-01-01,2023-01-01,49.0
cust30179,22,2023-10-01,2023-10-01,49.0
cust30180,22,2023-01-01,2023-01-01,49.0
cust30182,22,2023-01-01,2023-01-01,49.0
cust30183,22,2023-01-01,2023-01-01,49.0
cust30184,22,2023-01-01,2023-01-01,49.0
cust30185,22,2023-01-01,2023-01-10,49.0
cust30185,22,2023-01-01,2023-01-01,49.0
cust30185,22,2023-01-01,2023-01-05,-49.0
cust30186,22,2023-01-01,2023-01-01,49.0
cust30187,22,2023-01-01,2023-01-01,49.0
cust30188,22,2023-01-01,2023-01-01,49.0
cust30189,22,2023-01-01,2023-01-01,49.0
cust30190,22,2023-01-01,2023-01-01,49.0
cust30191,22,2023-01-01,2023-01-01,49.0
cust30192,22,2023-01-01,2023-01-01,49.0
cust30193,22,2023-01-01,2023-01-01,49.0
cust30194,22,2023-05-01,2023-05-01,49.0
cust30198,22,2023-01-01,2023-01-01,49.0
cust30199,22,2023-01-01,2023-01-01,49.0
cust30200,22,2023-01-01,2023-01-01,49.0
cust30201,22,2023-01-01,2023-01-01,49.0
cust30202,22,2023-01-01,2023-01-01,49.0
cust30203,22,2023-01-01,2023-01-01,49.0
cust30204,22,2023-01-01,2023-01-01,49.0
cust30205,22,2023-01-01,2023-01-01,49.0
cust30206,22,2023-01-01,2023-01-01,39.0
cust30210,22,2023-01-01,2023-01-01,49.0
cust30211,22,2023-04-01,2023-04-01,39.0
cust30212,22,2023-01-01,2023-01-01,49.0
cust30213,22,2023-01-01,2023-01-01,49.0
cust30214,22,2023-01-01,2023-01-01,49.0
cust30215,22,2023-01-01,2023-01-01,49.0
cust30216,22,2023-01-01,2023-01-01,49.0
cust30217,22,2023-01-01,2023-01-01,49.0
cust30218,22,2023-01-01,2023-01-01,49.0
cust30219,22,2023-01-01,2023-01-01,49.0
cust30220,22,2023-01-01,2023-01-01,49.0
cust30221,22,2023-01-01,2023-01-01,49.0
cust30222,22,2023-01-01,2023-01-01,49.0
cust30223,22,2023-02-01,2023-02-01,49.0
cust30224,22,2023-01-01,2023-01-01,49.0
cust30226,22,2023-01-01,2023-01-01,49.0
cust30227,22,2023-01-01,2023-01-01,49.0
cust30231,22,2023-01-01,2023-01-01,49.0
cust30235,22,2023-01-01,2023-01-01,49.0
cust30236,22,2023-03-01,2023-03-01,39.0
cust30237,22,2023-01-01,2023-01-01,49.0
cust30238,22,2023-01-01,2023-01-01,49.0
cust30239,22,2023-01-01,2023-01-01,49.0
cust30240,22,2023-01-01,2023-01-05,49.0
cust30241,22,2023-01-01,2023-01-01,49.0
cust30242,22,2023-01-01,2023-01-01,49.0
cust30243,22,2023-01-01,2023-01-01,49.0
cust30244,22,2023-01-01,2023-01-01,49.0
cust30245,22,2023-01-01,2023-01-01,49.0
cust30245,22,2023-04-01,2023-04-01,49.0
cust30246,22,2023-01-01,2023-01-01,49.0
cust30247,22,2023-01-01,2023-01-01,49.0
cust30249,22,2023-01-01,2023-01-01,49.0
cust30250,22,2023-01-01,2023-01-01,49.0
cust30251,22,2023-01-01,2023-01-01,49.0
cust30252,22,2023-01-01,2023-01-01,49.0
cust30253,22,2023-01-01,2023-01-01,49.0
cust30254,22,2023-01-01,2023-01-01,49.0
cust30255,22,2023-01-01,2023-01-01,49.0
cust30256,22,2023-01-01,2023-01-01,49.0
cust30257,22,2023-12-01,2023-12-20,-25.05
cust30257,22,2023-12-01,2023-12-17,25.05
cust30257,22,2023-01-01,2023-01-01,49.0
cust30258,22,2023-12-01,2023-12-27,-25.05
cust30258,22,2023-12-01,2023-12-22,25.05
cust30258,22,2023-12-01,2023-12-20,-25.05
cust30258,22,2023-12-01,2023-12-17,25.05
cust30259,22,2023-01-01,2023-01-01,49.0
cust30260,22,2023-01-01,2023-01-01,49.0
cust30260,22,2023-05-01,2023-05-01,49.0
cust30261,22,2023-01-01,2023-01-01,49.0
cust30262,22,2023-01-01,2023-01-01,49.0
cust30263,22,2023-01-01,2023-01-01,49.0
cust30264,22,2023-01-01,2023-01-01,49.0
cust30266,22,2023-01-01,2023-01-01,49.0
cust30267,22,2023-01-01,2023-01-01,49.0
cust30268,22,2023-01-01,2023-01-01,49.0
cust30270,22,2023-01-01,2023-01-05,49.0
cust30271,22,2023-01-01,2023-01-01,49.0
cust30272,22,2023-09-01,2023-09-01,39.0
cust30273,22,2023-10-01,2023-10-01,39.0
cust30275,22,2023-01-01,2023-01-01,49.0
cust30276,22,2023-01-01,2023-01-01,49.0
cust30278,22,2023-01-01,2023-01-01,49.0
cust30279,22,2023-01-01,2023-01-01,49.0
cust30280,22,2023-01-01,2023-01-01,49.0
cust30281,22,2023-01-01,2023-01-01,49.0
cust30282,22,2023-09-01,2023-09-01,39.0
cust30283,22,2023-01-01,2023-01-01,49.0
cust30284,22,2023-01-01,2023-01-01,49.0
cust30285,22,2023-01-01,2023-01-01,49.0
cust30286,22,2023-01-01,2023-01-01,49.0
cust30287,22,2023-01-01,2023-01-01,49.0
cust30288,22,2023-10-01,2023-10-01,39.0
cust30289,22,2023-01-01,2023-01-01,49.0
cust30290,22,2023-01-01,2023-01-01,49.0
cust30293,22,2023-01-01,2023-01-01,49.0
cust30294,22,2023-01-01,2023-01-01,49.0
cust30297,22,2023-01-01,2023-01-01,49.0
cust30298,22,2023-01-01,2023-01-01,49.0
cust30299,22,2023-01-01,2023-01-01,49.0
cust30300,22,2023-01-01,2023-01-01,49.0
cust30301,22,2023-01-01,2023-01-01,49.0
cust30302,22,2023-12-01,2023-12-22,25.05
cust30302,22,2023-12-01,2023-12-19,-25.05
cust30302,22,2023-12-01,2023-12-17,25.05
cust30302,22,2023-12-01,2023-12-27,-25.05
cust30303,22,2023-02-01,2023-02-01,39.0
cust30304,22,2023-01-01,2023-01-01,49.0
cust30305,22,2023-01-01,2023-01-01,49.0
cust30306,22,2023-01-01,2023-01-01,49.0
cust30307,22,2023-01-01,2023-01-01,49.0
cust30308,22,2023-01-01,2023-01-01,49.0
cust30309,22,2023-09-01,2023-09-01,39.0
cust30310,22,2023-01-01,2023-01-01,49.0
cust30311,22,2023-01-01,2023-01-01,49.0
cust30312,22,2023-01-01,2023-01-01,49.0
cust30313,22,2023-01-01,2023-01-05,49.0
cust30314,22,2023-01-01,2023-01-01,49.0
cust30315,22,2023-01-01,2023-01-01,49.0
cust30317,22,2023-01-01,2023-01-01,49.0
cust30318,22,2023-01-01,2023-01-01,49.0
cust30319,22,2023-01-01,2023-01-01,49.0
cust30320,22,2023-01-01,2023-01-01,49.0
cust30321,22,2023-01-01,2023-01-01,49.0
cust30322,22,2023-01-01,2023-01-01,49.0
cust30324,22,2023-01-01,2023-01-01,49.0
cust30325,22,2023-01-01,2023-01-01,49.0
cust30326,22,2023-01-01,2023-01-01,49.0
cust30329,22,2023-01-01,2023-01-01,49.0
cust30331,22,2023-02-01,2023-02-01,49.0
cust30333,22,2023-02-01,2023-02-01,49.0
cust30335,22,2023-06-01,2023-06-01,39.0
cust30336,22,2023-02-01,2023-02-01,49.0
cust30338,22,2023-02-01,2023-02-01,49.0
cust30339,22,2023-02-01,2023-02-01,49.0
cust30340,22,2023-02-01,2023-02-01,49.0
cust30342,22,2023-03-01,2023-03-01,39.0
cust30345,22,2023-06-01,2023-06-01,10.0
cust30346,22,2023-02-01,2023-02-01,49.0
cust30347,22,2023-02-01,2023-02-01,49.0
cust30349,22,2023-02-01,2023-02-01,49.0
cust30350,22,2023-02-01,2023-02-02,-49.0
cust30350,22,2023-02-01,2023-02-01,49.0
cust30350,22,2023-02-01,2023-02-05,49.0
cust30351,22,2023-02-01,2023-02-01,49.0
cust30352,22,2023-02-01,2023-02-01,49.0
cust30353,22,2023-02-01,2023-02-01,49.0
cust30354,22,2023-02-01,2023-02-01,49.0
cust30355,22,2023-02-01,2023-02-01,49.0
cust30356,22,2023-02-01,2023-02-07,49.0
cust30357,22,2023-02-01,2023-02-01,49.0
cust30359,22,2023-02-01,2023-02-01,49.0
cust30360,22,2023-01-01,2023-01-01,39.0
cust30361,22,2023-02-01,2023-02-01,49.0
cust30362,22,2023-02-01,2023-02-01,49.0
cust30363,22,2023-02-01,2023-02-01,49.0
cust30365,22,2023-02-01,2023-02-01,49.0
cust30366,22,2023-02-01,2023-02-01,49.0
cust30369,22,2023-03-01,2023-03-01,49.0
cust30370,22,2023-02-01,2023-02-01,49.0
cust30371,22,2023-02-01,2023-02-01,49.0
cust30372,22,2023-02-01,2023-02-01,49.0
cust30373,22,2023-02-01,2023-02-01,49.0
cust30375,22,2023-02-01,2023-02-01,49.0
cust30377,22,2023-02-01,2023-02-01,49.0
cust30378,22,2023-05-01,2023-05-01,39.0
cust30379,22,2023-02-01,2023-02-02,49.0
cust30380,22,2023-02-01,2023-02-01,49.0
cust30381,22,2023-02-01,2023-02-01,49.0
cust30382,22,2023-02-01,2023-02-01,49.0
cust30383,22,2023-02-01,2023-02-01,49.0
cust30385,22,2023-02-01,2023-02-01,49.0
cust30386,22,2023-02-01,2023-02-01,49.0
cust30387,22,2023-02-01,2023-02-01,49.0
cust30389,22,2023-02-01,2023-02-01,49.0
cust30390,22,2023-02-01,2023-02-01,49.0
cust30392,22,2023-01-01,2023-01-01,39.0
cust30393,22,2023-02-01,2023-02-01,49.0
cust30394,22,2023-02-01,2023-02-01,49.0
cust30395,22,2023-02-01,2023-02-07,49.0
cust30396,22,2023-02-01,2023-02-01,49.0
cust30398,22,2023-02-01,2023-02-01,49.0
cust30399,22,2023-02-01,2023-02-01,49.0
cust30400,22,2023-02-01,2023-02-01,49.0
cust30401,22,2023-01-01,2023-01-01,39.0
cust30402,22,2023-02-01,2023-02-01,49.0
cust30404,22,2023-02-01,2023-02-01,49.0
cust30405,22,2023-02-01,2023-02-01,49.0
cust30405,22,2023-02-01,2023-02-02,-49.0
cust30405,22,2023-02-01,2023-02-10,49.0
cust30406,22,2023-02-01,2023-02-01,49.0
cust30407,22,2023-02-01,2023-02-01,49.0
cust30408,22,2023-02-01,2023-02-01,49.0
cust30409,22,2023-02-01,2023-02-01,49.0
cust30410,22,2023-02-01,2023-02-01,49.0
cust30411,22,2023-02-01,2023-02-01,49.0
cust30412,22,2023-02-01,2023-02-01,49.0
cust30413,22,2023-02-01,2023-02-01,49.0
cust30417,22,2023-02-01,2023-02-01,49.0
cust30419,22,2023-02-01,2023-02-01,49.0
cust30420,22,2023-09-01,2023-09-01,49.0
cust30422,22,2023-02-01,2023-02-01,49.0
cust30423,22,2023-02-01,2023-02-01,49.0
cust30423,22,2023-02-01,2023-02-07,49.0
cust30423,22,2023-02-01,2023-02-02,-49.0
cust30424,22,2023-02-01,2023-02-01,49.0
cust30425,22,2023-02-01,2023-02-01,49.0
cust30426,22,2023-02-01,2023-02-01,49.0
cust30427,22,2023-02-01,2023-02-01,49.0
cust30429,22,2023-02-01,2023-02-01,39.0
cust30430,22,2023-02-01,2023-02-01,49.0
cust30431,22,2023-02-01,2023-02-01,49.0
cust30432,22,2023-02-01,2023-02-01,49.0
cust30433,22,2023-01-01,2023-01-18,-24.99
cust30433,22,2023-01-01,2023-01-17,24.99
cust30435,22,2023-09-01,2023-09-01,39.0
cust30438,22,2023-02-01,2023-02-01,49.0
cust30439,22,2023-02-01,2023-02-01,49.0
cust30440,22,2023-02-01,2023-02-01,49.0
cust30440,22,2023-02-01,2023-02-03,-49.0
cust30440,22,2023-02-01,2023-02-13,49.0
cust30443,22,2023-02-01,2023-02-01,49.0
cust30444,22,2023-02-01,2023-02-01,49.0
cust30445,22,2023-02-01,2023-02-01,49.0
cust30446,22,2023-02-01,2023-02-01,49.0
cust30447,22,2023-02-01,2023-02-01,49.0
cust30448,22,2023-04-01,2023-04-06,39.0
cust30449,22,2023-02-01,2023-02-01,49.0
cust30451,22,2023-02-01,2023-02-01,49.0
cust30452,22,2023-02-01,2023-02-01,49.0
cust30453,22,2023-11-01,2023-11-01,39.0
cust30454,22,2023-02-01,2023-02-01,49.0
cust30455,22,2023-02-01,2023-02-01,49.0
cust30457,22,2023-02-01,2023-02-01,49.0
cust30459,22,2023-02-01,2023-02-01,49.0
cust30460,22,2023-02-01,2023-02-01,49.0
cust30461,22,2023-02-01,2023-02-01,49.0
cust30462,22,2023-02-01,2023-02-01,49.0
cust30463,22,2023-02-01,2023-02-01,49.0
cust30464,22,2023-02-01,2023-02-01,49.0
cust30464,22,2023-02-01,2023-02-10,49.0
cust30464,22,2023-02-01,2023-02-06,-49.0
cust30465,22,2023-06-01,2023-06-01,19.99
cust30467,22,2023-05-01,2023-05-01,39.0
cust30468,22,2023-02-01,2023-02-01,49.0
cust30469,22,2023-02-01,2023-02-01,49.0
cust30470,22,2023-02-01,2023-02-01,49.0
cust30471,22,2023-02-01,2023-02-01,49.0
cust30473,22,2023-02-01,2023-02-01,49.0
cust30474,22,2023-02-01,2023-02-01,49.0
cust30475,22,2023-02-01,2023-02-01,49.0
cust30476,22,2023-02-01,2023-02-01,49.0
cust30477,22,2023-02-01,2023-02-01,49.0
cust30479,22,2023-02-01,2023-02-01,49.0
cust30480,22,2023-02-01,2023-02-01,49.0
cust30482,22,2023-02-01,2023-02-01,49.0
cust30483,22,2023-02-01,2023-02-01,49.0
cust30484,22,2023-02-01,2023-02-01,49.0
cust30484,22,2023-02-01,2023-02-22,49.0
cust30484,22,2023-02-01,2023-02-06,-49.0
cust30484,22,2023-02-01,2023-02-27,-49.0
cust30484,22,2023-03-01,2023-03-02,49.0
cust30484,22,2023-02-01,2023-02-15,-49.0
cust30484,22,2023-02-01,2023-02-10,49.0
cust30485,22,2023-02-01,2023-02-01,49.0
cust30486,22,2023-02-01,2023-02-07,49.0
cust30487,22,2023-03-01,2023-03-20,-25.05
cust30487,22,2023-03-01,2023-03-24,25.05
cust30487,22,2023-03-01,2023-03-27,-25.05
cust30487,22,2023-03-01,2023-03-17,25.05
cust30488,22,2023-02-01,2023-02-01,49.0
cust30489,22,2023-02-01,2023-02-01,49.0
cust30491,22,2023-02-01,2023-02-01,49.0
cust30494,22,2023-02-01,2023-02-01,49.0
cust30495,22,2023-02-01,2023-02-01,49.0
cust30496,22,2023-02-01,2023-02-01,49.0
cust30497,22,2023-02-01,2023-02-01,49.0
cust30498,22,2023-02-01,2023-02-02,-49.0
cust30498,22,2023-02-01,2023-02-01,49.0
cust30498,22,2023-02-01,2023-02-07,49.0
cust30499,22,2023-02-01,2023-02-01,49.0
cust30500,22,2023-02-01,2023-02-01,49.0
cust30500,22,2023-02-01,2023-02-02,-49.0
cust30500,22,2023-02-01,2023-02-07,49.0
cust30501,22,2023-02-01,2023-02-02,49.0
cust30501,22,2023-02-01,2023-02-08,-49.0
cust30501,22,2023-02-01,2023-02-09,49.0
cust30502,22,2023-02-01,2023-02-06,49.0
cust30503,22,2023-04-01,2023-04-01,49.0
cust30504,22,2023-02-01,2023-02-01,49.0
cust30506,22,2023-02-01,2023-02-01,49.0
cust30507,22,2023-02-01,2023-02-01,49.0
cust30508,22,2023-02-01,2023-02-01,49.0
cust30509,22,2023-02-01,2023-02-01,49.0
cust30510,22,2023-02-01,2023-02-01,49.0
cust30511,22,2023-02-01,2023-02-01,49.0
cust30512,22,2023-02-01,2023-02-01,49.0
cust30513,22,2023-02-01,2023-02-01,49.0
cust30514,22,2023-02-01,2023-02-01,49.0
cust30515,22,2023-02-01,2023-02-01,49.0
cust30518,22,2023-02-01,2023-02-01,49.0
cust30519,22,2023-02-01,2023-02-01,49.0
cust30520,22,2023-01-01,2023-01-17,24.99
cust30520,22,2023-01-01,2023-01-19,-24.99
cust30520,22,2023-02-01,2023-02-07,49.0
cust30521,22,2023-02-01,2023-02-01,49.0
cust30522,22,2023-08-01,2023-08-01,39.0
cust30523,22,2023-02-01,2023-02-01,49.0
cust30526,22,2023-02-01,2023-02-01,49.0
cust30527,22,2023-02-01,2023-02-01,49.0
cust30528,22,2023-02-01,2023-02-01,49.0
cust30532,22,2023-01-01,2023-01-17,10.0
cust30532,22,2023-01-01,2023-01-19,-10.0
cust30532,22,2023-02-01,2023-02-01,49.0
cust30535,22,2023-11-01,2023-11-01,49.0
cust30536,22,2023-02-01,2023-02-01,49.0
cust30538,22,2023-02-01,2023-02-01,49.0
cust30539,22,2023-02-01,2023-02-01,49.0
cust30540,22,2023-07-01,2023-07-01,39.0
cust30541,22,2023-01-01,2023-01-17,24.99
cust30541,22,2023-01-01,2023-01-23,-24.99
cust30541,22,2023-02-01,2023-02-01,49.0
cust30541,22,2023-02-01,2023-02-02,-49.0
cust30541,22,2023-01-01,2023-01-20,24.99
cust30541,22,2023-02-01,2023-02-04,49.0
cust30541,22,2023-01-01,2023-01-18,-24.99
cust30542,22,2023-02-01,2023-02-01,49.0
cust30543,22,2023-02-01,2023-02-07,49.0
cust30544,22,2023-02-01,2023-02-01,49.0
cust30545,22,2023-02-01,2023-02-01,49.0
cust30546,22,2023-02-01,2023-02-01,49.0
cust30547,22,2023-02-01,2023-02-01,49.0
cust30549,22,2023-02-01,2023-02-01,49.0
cust30550,22,2023-02-01,2023-02-07,49.0
cust30551,22,2023-02-01,2023-02-01,49.0
cust30552,22,2023-02-01,2023-02-01,49.0
cust30553,22,2023-02-01,2023-02-01,49.0
cust30554,22,2023-02-01,2023-02-01,49.0
cust30555,22,2023-02-01,2023-02-01,49.0
cust30556,22,2023-02-01,2023-02-01,49.0
cust30557,22,2023-02-01,2023-02-01,49.0
cust30558,22,2023-02-01,2023-02-01,49.0
cust30559,22,2023-02-01,2023-02-01,49.0
cust30561,22,2023-02-01,2023-02-01,49.0
cust30561,22,2023-02-01,2023-02-07,49.0
cust30561,22,2023-02-01,2023-02-03,-49.0
cust30562,22,2023-02-01,2023-02-01,49.0
cust30563,22,2023-09-01,2023-09-06,39.0
cust30564,22,2023-02-01,2023-02-01,49.0
cust30566,22,2023-02-01,2023-02-01,49.0
cust30567,22,2023-02-01,2023-02-01,49.0
cust30568,22,2023-02-01,2023-02-01,49.0
cust30569,22,2023-02-01,2023-02-01,49.0
cust30570,22,2023-02-01,2023-02-01,49.0
cust30572,22,2023-02-01,2023-02-01,49.0
cust30574,22,2023-02-01,2023-02-01,49.0
cust30574,22,2023-06-01,2023-06-01,49.0
cust30575,22,2023-02-01,2023-02-01,49.0
cust30576,22,2023-02-01,2023-02-01,49.0
cust30577,22,2023-02-01,2023-02-01,49.0
cust30578,22,2023-02-01,2023-02-01,49.0
cust30579,22,2023-02-01,2023-02-01,49.0
cust30579,22,2023-02-01,2023-02-06,-49.0
cust30579,22,2023-02-01,2023-02-07,49.0
cust30580,22,2023-02-01,2023-02-01,49.0
cust30581,22,2023-02-01,2023-02-01,49.0
cust30582,22,2023-02-01,2023-02-01,49.0
cust30583,22,2023-02-01,2023-02-01,49.0
cust30585,22,2023-02-01,2023-02-01,49.0
cust30587,22,2023-02-01,2023-02-03,-49.0
cust30587,22,2023-02-01,2023-02-10,49.0
cust30587,22,2023-02-01,2023-02-01,49.0
cust30588,22,2023-02-01,2023-02-01,49.0
cust30589,22,2023-02-01,2023-02-01,49.0
cust30590,22,2023-04-01,2023-04-01,39.0
cust30591,22,2023-02-01,2023-02-01,49.0
cust30592,22,2023-01-01,2023-01-01,39.0
cust30593,22,2023-02-01,2023-02-01,49.0
cust30594,22,2023-02-01,2023-02-01,49.0
cust30595,22,2023-10-01,2023-10-01,39.0
cust30596,22,2023-10-01,2023-10-01,39.0
cust30597,22,2023-02-01,2023-02-01,49.0
cust30598,22,2023-02-01,2023-02-01,49.0
cust30600,22,2023-02-01,2023-02-01,49.0
cust30601,22,2023-02-01,2023-02-01,49.0
cust30603,22,2023-02-01,2023-02-01,49.0
cust30608,22,2023-02-01,2023-02-01,49.0
cust30609,22,2023-02-01,2023-02-01,49.0
cust30610,22,2023-02-01,2023-02-09,49.0
cust30610,22,2023-01-01,2023-01-17,10.0
cust30610,22,2023-01-01,2023-01-18,-10.0
cust30611,22,2023-02-01,2023-02-01,49.0
cust30612,22,2023-02-01,2023-02-01,49.0
cust30613,22,2023-02-01,2023-02-01,49.0
cust30614,22,2023-02-01,2023-02-01,49.0
cust30615,22,2023-02-01,2023-02-01,49.0
cust30616,22,2023-02-01,2023-02-01,49.0
cust30617,22,2023-02-01,2023-02-01,49.0
cust30618,22,2023-02-01,2023-02-01,49.0
cust30619,22,2023-02-01,2023-02-01,49.0
cust30620,22,2023-02-01,2023-02-01,49.0
cust30621,22,2023-02-01,2023-02-01,49.0
cust30623,22,2023-02-01,2023-02-01,49.0
cust30624,22,2023-02-01,2023-02-01,49.0
cust30625,22,2023-02-01,2023-02-01,49.0
cust30626,22,2023-02-01,2023-02-01,49.0
cust30627,22,2023-02-01,2023-02-01,49.0
cust30629,22,2023-02-01,2023-02-07,49.0
cust30630,22,2023-02-01,2023-02-01,49.0
cust30631,22,2023-02-01,2023-02-01,49.0
cust30632,22,2023-02-01,2023-02-01,49.0
cust30633,22,2023-02-01,2023-02-01,49.0
cust30634,22,2023-02-01,2023-02-01,49.0
cust30635,22,2023-01-01,2023-01-01,39.0
cust30636,22,2023-01-01,2023-01-17,24.99
cust30636,22,2023-01-01,2023-01-18,-24.99
cust30636,22,2023-01-01,2023-01-23,-24.99
cust30636,22,2023-01-01,2023-01-20,24.99
cust30637,22,2023-02-01,2023-02-01,49.0
cust30638,22,2023-02-01,2023-02-01,49.0
cust30641,22,2023-04-01,2023-04-01,39.0
cust30642,22,2023-07-01,2023-07-01,39.0
cust30643,22,2023-02-01,2023-02-01,49.0
cust30645,22,2023-01-01,2023-01-17,10.0
cust30645,22,2023-01-01,2023-01-19,-10.0
cust30646,22,2023-02-01,2023-02-01,49.0
cust30647,22,2023-02-01,2023-02-01,49.0
cust30648,22,2023-02-01,2023-02-01,49.0
cust30649,22,2023-03-01,2023-03-01,39.0
cust30650,22,2023-02-01,2023-02-01,49.0
cust30651,22,2023-02-01,2023-02-01,49.0
cust30652,22,2023-02-01,2023-02-01,49.0
cust30653,22,2023-02-01,2023-02-01,49.0
cust30655,22,2023-02-01,2023-02-02,-49.0
cust30655,22,2023-02-01,2023-02-04,49.0
cust30655,22,2023-02-01,2023-02-01,49.0
cust30656,22,2023-02-01,2023-02-01,49.0
cust30657,22,2023-02-01,2023-02-01,49.0
cust30659,22,2023-02-01,2023-02-01,49.0
cust30660,22,2023-02-01,2023-02-01,49.0
cust30661,22,2023-02-01,2023-02-07,49.0
cust30662,22,2023-02-01,2023-02-01,49.0
cust30663,22,2023-03-01,2023-03-01,49.0
cust30664,22,2023-02-01,2023-02-01,49.0
cust30667,22,2023-01-01,2023-01-23,-10.0
cust30667,22,2023-01-01,2023-01-18,-10.0
cust30667,22,2023-01-01,2023-01-20,10.0
cust30667,22,2023-01-01,2023-01-17,10.0
cust30668,22,2023-02-01,2023-02-01,49.0
cust30669,22,2023-02-01,2023-02-01,49.0
cust30670,22,2023-02-01,2023-02-01,49.0
cust30671,22,2023-02-01,2023-02-01,49.0
cust30672,22,2023-02-01,2023-02-01,49.0
cust30673,22,2023-01-01,2023-01-19,-10.0
cust30673,22,2023-01-01,2023-01-17,10.0
cust30673,22,2023-01-01,2023-01-25,10.0
cust30673,22,2023-01-01,2023-01-27,-10.0
cust30674,22,2023-02-01,2023-02-01,49.0
cust30675,22,2023-02-01,2023-02-01,49.0
cust30676,22,2023-02-01,2023-02-01,49.0
cust30678,22,2023-02-01,2023-02-01,49.0
cust30679,22,2023-02-01,2023-02-01,49.0
cust30680,22,2023-02-01,2023-02-01,49.0
cust30681,22,2023-02-01,2023-02-01,49.0
cust30682,22,2023-02-01,2023-02-01,49.0
cust30683,22,2023-02-01,2023-02-01,49.0
cust30684,22,2023-02-01,2023-02-01,49.0
cust30685,22,2023-02-01,2023-02-07,49.0
cust30686,22,2023-02-01,2023-02-01,49.0
cust30687,22,2023-02-01,2023-02-01,49.0
cust30689,22,2023-02-01,2023-02-01,49.0
cust30690,22,2023-03-01,2023-03-01,49.0
cust30691,22,2023-02-01,2023-02-01,49.0
cust30692,22,2023-02-01,2023-02-01,49.0
cust30693,22,2023-03-01,2023-03-01,49.0
cust30694,22,2023-03-01,2023-03-01,49.0
cust30695,22,2023-03-01,2023-03-01,49.0
cust30698,22,2023-03-01,2023-03-07,49.0
cust30700,22,2023-03-01,2023-03-01,49.0
cust30701,22,2023-03-01,2023-03-01,49.0
cust30702,22,2023-03-01,2023-03-01,49.0
cust30703,22,2023-02-01,2023-02-01,39.0
cust30704,22,2023-03-01,2023-03-01,49.0
cust30705,22,2023-03-01,2023-03-01,49.0
cust30706,22,2023-03-01,2023-03-01,49.0
cust30706,22,2023-03-01,2023-03-07,49.0
cust30706,22,2023-03-01,2023-03-03,-49.0
cust30707,22,2023-03-01,2023-03-01,49.0
cust30708,22,2023-03-01,2023-03-01,49.0
cust30709,22,2023-03-01,2023-03-01,49.0
cust30710,22,2023-03-01,2023-03-07,49.0
cust30711,22,2023-03-01,2023-03-01,49.0
cust30712,22,2023-02-01,2023-02-01,39.0
cust30713,22,2023-03-01,2023-03-01,49.0
cust30714,22,2023-03-01,2023-03-01,49.0
cust30715,22,2023-03-01,2023-03-01,49.0
cust30717,22,2023-03-01,2023-03-01,49.0
